90 90
5 34 3
5 35 3
5 36 3
5 37 3
5 38 3
5 39 3
5 40 3
5 41 3
5 42 3
5 43 3
5 44 3
5 45 3
5 46 3
5 47 3
5 48 3
5 49 3
5 50 3
5 51 3
5 52 7
5 53 7
5 54 7
5 55 7
5 56 7
5 57 7
5 58 7
5 59 7
5 60 7
5 61 7
5 62 7
5 63 7
5 64 7
5 65 7
5 66 7
5 67 7
5 68 7
5 69 7
5 70 7
5 71 7
5 72 7
5 73 7
5 74 7
5 75 7
5 76 7
5 77 7
5 78 7
5 79 7
5 80 2
5 81 2
5 82 2
5 83 2
5 84 2
5 85 2
5 86 2
5 87 2
5 88 2
5 89 2
6 0 2
6 1 2
6 2 9
6 3 9
6 4 9
6 5 9
6 6 9
6 7 9
6 8 9
6 9 9
6 10 9
6 11 9
6 12 9
6 13 9
6 14 9
6 15 9
6 16 9
6 17 5
6 18 5
6 19 5
6 20 5
6 21 5
6 22 5
6 23 5
6 24 5
6 25 5
6 26 5
6 27 5
6 28 3
6 29 3
6 30 3
6 31 3
6 32 3
6 33 3
6 34 3
6 35 3
6 36 3
6 37 3
6 38 3
6 39 3
6 40 3
6 41 3
6 42 3
6 43 3
6 44 3
6 45 3
6 46 3
6 47 3
6 48 3
6 49 3
6 50 3
6 51 3
6 52 7
6 53 7
6 54 7
6 55 7
6 56 7
6 57 7
6 58 7
6 59 7
6 60 7
6 61 7
6 62 7
6 63 7
6 64 7
6 65 7
6 66 7
6 67 7
6 68 7
6 69 7
6 70 7
6 71 7
6 72 7
6 73 7
6 74 7
6 75 7
6 76 7
6 77 7
6 78 7
6 79 7
6 80 2
6 81 2
6 82 2
6 83 2
6 84 2
6 85 2
6 86 2
6 87 2
6 88 2
6 89 2
7 0 2
7 1 2
7 2 2
7 3 2
7 4 9
7 5 9
7 6 9
7 7 9
7 8 9
7 9 9
7 10 9
7 11 9
7 12 9
7 13 9
7 14 9
7 15 9
7 16 5
7 17 5
7 18 5
7 19 5
7 20 5
7 21 5
7 22 5
7 23 5
7 24 5
7 25 5
7 26 5
7 27 5
7 28 5
7 29 3
7 30 3
7 31 3
7 32 3
7 33 3
7 34 3
7 35 3
7 36 3
7 37 3
7 38 3
7 39 3
7 40 3
7 41 3
7 42 3
7 43 3
7 44 3
7 45 3
7 46 3
7 47 3
7 48 3
7 49 3
7 50 3
7 51 6
7 52 6
7 53 7
7 54 7
7 55 7
7 56 7
7 57 7
7 58 7
7 59 7
7 60 7
7 61 7
7 62 7
7 63 7
7 64 7
7 65 7
7 66 7
7 67 7
7 68 7
7 69 7
7 70 7
7 71 7
7 72 7
7 73 7
7 74 7
7 75 7
7 76 7
7 77 7
7 78 7
7 79 7
7 80 2
7 81 2
7 82 2
7 83 2
7 84 2
7 85 2
7 86 2
7 87 2
7 88 2
7 89 2
8 0 2
8 1 2
8 2 2
8 3 2
8 4 2
8 5 2
8 6 2
8 7 2
8 8 2
8 9 2
8 10 9
8 11 9
8 12 9
8 13 9
8 14 9
8 15 5
8 16 5
8 17 5
8 18 5
8 19 5
8 20 5
8 21 5
8 22 5
8 23 5
8 24 5
8 25 5
8 26 5
8 27 5
8 28 5
8 29 5
8 30 3
8 31 3
8 32 3
8 33 3
8 34 3
8 35 3
8 36 3
8 37 3
8 38 3
8 39 3
8 40 3
8 41 3
8 42 3
8 43 3
8 44 3
8 45 3
8 46 3
8 47 3
8 48 3
8 49 3
8 50 6
8 51 6
8 52 6
8 53 6
8 54 7
8 55 7
8 56 7
8 57 7
8 58 7
8 59 7
8 60 7
8 61 7
8 62 7
8 63 7
8 64 7
8 65 7
8 66 7
8 67 7
8 68 7
8 69 7
8 70 7
8 71 7
8 72 7
8 73 7
8 74 7
8 75 7
8 76 7
8 77 7
8 78 7
8 79 7
8 80 2
8 81 2
8 82 2
8 83 2
8 84 2
8 85 2
8 86 2
8 87 2
8 88 2
8 89 2
9 0 2
9 1 2
9 2 2
9 3 2
9 4 2
9 5 2
9 6 2
9 7 2
9 8 2
9 9 2
9 10 2
9 11 9
9 12 9
9 13 9
9 14 9
9 15 5
9 16 5
9 17 5
9 18 5
9 19 5
9 20 5
9 21 5
9 22 5
9 23 5
9 24 5
9 25 5
9 26 5
9 27 5
9 28 5
9 29 5
9 30 3
9 31 3
9 32 3
9 33 3
9 34 3
9 35 3
9 36 3
9 37 3
9 38 3
9 39 3
9 40 3
9 41 3
9 42 3
9 43 3
9 44 3
9 45 3
9 46 3
9 47 3
9 48 3
9 49 6
9 50 6
9 51 6
9 52 6
9 53 6
9 54 6
9 55 7
9 56 7
9 57 7
9 58 7
9 59 7
9 60 7
9 61 7
9 62 7
9 63 7
9 64 7
9 65 7
9 66 7
9 67 7
9 68 7
9 69 7
9 70 7
9 71 7
9 72 7
9 73 7
9 74 7
9 75 7
9 76 7
9 77 7
9 78 7
9 79 7
9 80 2
9 81 2
9 82 2
9 83 2
9 84 2
9 85 2
9 86 2
9 87 2
9 88 2
9 89 2
10 0 2
10 1 2
10 2 2
10 3 2
10 4 2
10 5 2
10 6 2
10 7 2
10 8 2
10 9 2
10 10 2
10 11 2
10 12 9
10 13 9
10 14 5
10 15 5
10 16 5
10 17 5
10 18 5
10 19 5
10 20 5
10 21 5
10 22 5
10 23 5
10 24 5
10 25 5
10 26 5
10 27 5
10 28 5
10 29 5
10 30 5
10 31 3
10 32 3
10 33 3
10 34 3
10 35 3
10 36 3
10 37 3
10 38 3
10 39 3
10 40 3
10 41 3
10 42 3
10 43 3
10 44 3
10 45 3
10 46 3
10 47 3
10 48 6
10 49 6
10 50 6
10 51 6
10 52 6
10 53 6
10 54 6
10 55 6
10 56 7
10 57 7
10 58 7
10 59 7
10 60 7
10 61 7
10 62 7
10 63 7
10 64 7
10 65 7
10 66 7
10 67 7
10 68 7
10 69 7
10 70 7
10 71 7
10 72 7
10 73 7
10 74 7
10 75 7
10 76 7
10 77 7
10 78 7
10 79 7
10 80 2
10 81 2
10 82 2
10 83 2
10 84 2
10 85 2
10 86 2
10 87 2
10 88 2
10 89 2
11 0 2
11 1 2
11 2 2
11 3 2
11 4 2
11 5 2
11 6 2
11 7 2
11 8 2
11 9 2
11 10 2
11 11 2
11 12 2
11 13 5
11 14 5
11 15 5
11 16 5
11 17 5
11 18 5
11 19 5
11 20 5
11 21 5
11 22 5
11 23 5
11 24 5
11 25 5
11 26 5
11 27 5
11 28 5
11 29 5
11 30 5
11 31 5
11 32 3
11 33 3
11 34 3
11 35 3
11 36 3
11 37 3
11 38 3
11 39 3
11 40 3
11 41 6
11 42 6
11 43 6
11 44 6
11 45 6
11 46 6
11 47 6
11 48 6
11 49 6
11 50 6
11 51 6
11 52 6
11 53 6
11 54 6
11 55 6
11 56 6
11 57 7
11 58 7
11 59 7
11 60 7
11 61 7
11 62 7
11 63 7
11 64 7
11 65 7
11 66 7
11 67 7
11 68 7
11 69 7
11 70 7
11 71 7
11 72 7
11 73 7
11 74 7
11 75 7
11 76 7
11 77 7
11 78 7
11 79 7
11 80 2
11 81 2
11 82 2
11 83 2
11 84 2
11 85 2
11 86 2
11 87 2
11 88 2
11 89 2
12 0 2
12 1 2
12 2 2
12 3 2
12 4 2
12 5 2
12 6 2
12 7 2
12 8 2
12 9 2
12 10 2
12 11 2
12 12 2
12 13 5
12 14 5
12 15 5
12 16 5
12 17 5
12 18 5
12 19 5
12 20 5
12 21 5
12 22 5
12 23 5
12 24 5
12 25 5
12 26 5
12 27 5
12 28 5
12 29 5
12 30 5
12 31 5
12 32 5
12 33 3
12 34 3
12 35 3
12 36 3
12 37 3
12 38 3
12 39 3
12 40 6
12 41 6
12 42 6
12 43 6
12 44 6
12 45 6
12 46 6
12 47 6
12 48 6
12 49 6
12 50 6
12 51 6
12 52 6
12 53 6
12 54 6
12 55 6
12 56 6
12 57 6
12 58 7
12 59 7
12 60 7
12 61 7
12 62 7
12 63 7
12 64 7
12 65 7
12 66 7
12 67 7
12 68 7
12 69 7
12 70 7
12 71 7
12 72 7
12 73 7
12 74 7
12 75 7
12 76 7
12 77 7
12 78 7
12 79 7
12 80 2
12 81 2
12 82 2
12 83 2
12 84 2
12 85 2
12 86 2
12 87 2
12 88 2
12 89 2
13 0 2
13 1 2
13 2 2
13 3 2
13 4 2
13 5 2
13 6 2
13 7 2
13 8 2
13 9 2
13 10 2
13 11 2
13 12 2
13 13 5
13 14 5
13 15 5
13 16 5
13 17 5
13 18 5
13 19 5
13 20 5
13 21 5
13 22 5
13 23 5
13 24 5
13 25 5
13 26 5
13 27 5
13 28 5
13 29 5
13 30 5
13 31 5
13 32 5
13 33 5
13 34 3
13 35 3
13 36 3
13 37 3
13 38 3
13 39 6
13 40 6
13 41 6
13 42 6
13 43 6
13 44 6
13 45 6
13 46 6
13 47 6
13 48 6
13 49 6
13 50 6
13 51 6
13 52 6
13 53 6
13 54 6
13 55 6
13 56 6
13 57 6
13 58 7
13 59 7
13 60 7
13 61 7
13 62 7
13 63 7
13 64 7
13 65 7
13 66 7
13 67 7
13 68 7
13 69 7
13 70 7
13 71 7
13 72 7
13 73 7
13 74 7
13 75 7
13 76 7
13 77 7
13 78 7
13 79 7
13 80 2
13 81 2
13 82 2
13 83 2
13 84 2
13 85 2
13 86 2
13 87 2
13 88 2
13 89 2
14 0 2
14 1 2
14 2 2
14 3 2
14 4 2
14 5 2
14 6 2
14 7 2
14 8 2
14 9 2
14 10 2
14 11 2
14 12 2
14 13 5
14 14 5
14 15 5
14 16 5
14 17 5
14 18 5
14 19 5
14 20 5
14 21 5
14 22 5
14 23 5
14 24 5
14 25 5
14 26 5
14 27 5
14 28 5
14 29 5
14 30 5
14 31 5
14 32 5
14 33 5
14 34 5
14 35 3
14 36 3
14 37 3
14 38 6
14 39 6
14 40 6
14 41 6
14 42 6
14 43 6
14 44 6
14 45 6
14 46 6
14 47 6
14 48 6
14 49 6
14 50 6
14 51 6
14 52 6
14 53 6
14 54 6
14 55 6
14 56 6
14 57 6
14 58 7
14 59 7
14 60 7
14 61 7
14 62 7
14 63 7
14 64 7
14 65 7
14 66 7
14 67 7
14 68 7
14 69 7
14 70 7
14 71 7
14 72 7
14 73 7
14 74 7
14 75 7
14 76 7
14 77 7
14 78 7
14 79 7
14 80 2
14 81 2
14 82 2
14 83 2
14 84 2
14 85 2
14 86 2
14 87 2
14 88 2
14 89 2
15 0 2
15 1 2
15 2 2
15 3 2
15 4 2
15 5 2
15 6 2
15 7 2
15 8 2
15 9 2
15 10 2
15 11 2
15 12 2
15 13 5
15 14 5
15 15 5
15 16 5
15 17 5
15 18 5
15 19 5
15 20 5
15 21 5
15 22 5
15 23 5
15 24 5
15 25 5
15 26 5
15 27 5
15 28 5
15 29 5
15 30 5
15 31 5
15 32 5
15 33 5
15 34 5
15 35 5
15 36 3
15 37 6
15 38 6
15 39 6
15 40 6
15 41 6
15 42 6
15 43 6
15 44 6
15 45 6
15 46 6
15 47 6
15 48 6
15 49 6
15 50 6
15 51 6
15 52 6
15 53 6
15 54 6
15 55 6
15 56 6
15 57 6
15 58 7
15 59 7
15 60 7
15 61 7
15 62 7
15 63 7
15 64 7
15 65 7
15 66 7
15 67 7
15 68 7
15 69 7
15 70 7
15 71 7
15 72 7
15 73 7
15 74 7
15 75 7
15 76 7
15 77 7
15 78 7
15 79 7
15 80 2
15 81 2
15 82 2
15 83 2
15 84 2
15 85 2
15 86 2
15 87 2
15 88 2
15 89 2
16 0 2
16 1 2
16 2 2
16 3 2
16 4 2
16 5 2
16 6 2
16 7 2
16 8 2
16 9 2
16 10 2
16 11 2
16 12 2
16 13 5
16 14 5
16 15 5
16 16 5
16 17 5
16 18 5
16 19 5
16 20 5
16 21 5
16 22 5
16 23 5
16 24 5
16 25 5
16 26 5
16 27 5
16 28 5
16 29 5
16 30 5
16 31 5
16 32 5
16 33 5
16 34 5
16 35 5
16 36 5
16 37 6
16 38 6
16 39 6
16 40 6
16 41 6
16 42 6
16 43 6
16 44 6
16 45 6
16 46 6
16 47 6
16 48 6
16 49 6
16 50 6
16 51 6
16 52 6
16 53 6
16 54 6
16 55 6
16 56 6
16 57 6
16 58 7
16 59 7
16 60 7
16 61 7
16 62 7
16 63 7
16 64 7
16 65 7
16 66 7
16 67 7
16 68 7
16 69 7
16 70 7
16 71 7
16 72 7
16 73 7
16 74 7
16 75 7
16 76 7
16 77 7
16 78 7
16 79 7
16 80 2
16 81 2
16 82 2
16 83 2
16 84 2
16 85 2
16 86 2
16 87 2
16 88 2
16 89 2
17 0 2
17 1 2
17 2 2
17 3 2
17 4 2
17 5 2
17 6 2
17 7 2
17 8 2
17 9 2
17 10 2
17 11 2
17 12 2
17 13 5
17 14 5
17 15 5
17 16 5
17 17 5
17 18 5
17 19 5
17 20 5
17 21 5
17 22 5
17 23 5
17 24 5
17 25 5
17 26 5
17 27 5
17 28 5
17 29 5
17 30 5
17 31 5
17 32 5
17 33 5
17 34 5
17 35 5
17 36 5
17 37 6
17 38 6
17 39 6
17 40 6
17 41 6
17 42 6
17 43 6
17 44 6
17 45 6
17 46 6
17 47 6
17 48 6
17 49 6
17 50 6
17 51 6
17 52 6
17 53 6
17 54 6
17 55 6
17 56 6
17 57 6
17 58 7
17 59 7
17 60 7
17 61 7
17 62 7
17 63 7
17 64 7
17 65 7
17 66 7
17 67 7
17 68 7
17 69 7
17 70 7
17 71 7
17 72 7
17 73 7
17 74 7
17 75 7
17 76 7
17 77 7
17 78 7
17 79 7
17 80 2
17 81 2
17 82 2
17 83 2
17 84 2
17 85 2
17 86 2
17 87 2
17 88 2
17 89 2
18 0 2
18 1 2
18 2 2
18 3 2
18 4 2
18 5 2
18 6 2
18 7 2
18 8 2
18 9 2
18 10 2
18 11 2
18 12 2
18 13 5
18 14 5
18 15 5
18 16 5
18 17 5
18 18 5
18 19 5
18 20 5
18 21 5
18 22 5
18 23 5
18 24 5
18 25 5
18 26 5
18 27 5
18 28 5
18 29 5
18 30 5
18 31 5
18 32 5
18 33 5
18 34 5
18 35 5
18 36 5
18 37 6
18 38 6
18 39 6
18 40 6
18 41 6
18 42 6
18 43 6
18 44 6
18 45 6
18 46 6
18 47 6
18 48 6
18 49 6
18 50 6
18 51 6
18 52 6
18 53 6
18 54 6
18 55 6
18 56 6
18 57 6
18 58 7
18 59 7
18 60 7
18 61 7
18 62 7
18 63 7
18 64 7
18 65 7
18 66 7
18 67 7
18 68 7
18 69 7
18 70 7
18 71 7
18 72 7
18 73 7
18 74 7
18 75 7
18 76 7
18 77 7
18 78 7
18 79 7
18 80 2
18 81 2
18 82 2
18 83 2
18 84 2
18 85 2
18 86 2
18 87 2
18 88 2
18 89 2
19 0 2
19 1 2
19 2 2
19 3 2
19 4 2
19 5 2
19 6 2
19 7 2
19 8 2
19 9 2
19 10 2
19 11 2
19 12 2
19 13 5
19 14 5
19 15 5
19 16 5
19 17 5
19 18 5
19 19 5
19 20 5
19 21 5
19 22 5
19 23 5
19 24 5
19 25 5
19 26 5
19 27 5
19 28 5
19 29 5
19 30 5
19 31 5
19 32 5
19 33 5
19 34 5
19 35 5
19 36 5
19 37 6
19 38 6
19 39 6
19 40 6
19 41 6
19 42 6
19 43 6
19 44 6
19 45 6
19 46 6
19 47 6
19 48 6
19 49 6
19 50 6
19 51 6
19 52 6
19 53 6
19 54 6
19 55 6
19 56 6
19 57 6
19 58 7
19 59 7
19 60 7
19 61 7
19 62 7
19 63 7
19 64 7
19 65 7
19 66 7
19 67 7
19 68 7
19 69 7
19 70 7
19 71 7
19 72 7
19 73 7
19 74 7
19 75 7
19 76 7
19 77 7
19 78 7
19 79 4
19 80 2
19 81 2
19 82 2
19 83 2
19 84 2
19 85 2
19 86 2
19 87 2
19 88 2
19 89 2
20 0 2
20 1 2
20 2 2
20 3 2
20 4 2
20 5 2
20 6 2
20 7 2
20 8 2
20 9 2
20 10 2
20 11 2
20 12 2
20 13 5
20 14 5
20 15 5
20 16 5
20 17 5
20 18 5
20 19 5
20 20 5
20 21 5
20 22 5
20 23 5
20 24 5
20 25 5
20 26 5
20 27 5
20 28 5
20 29 5
20 30 5
20 31 5
20 32 5
20 33 5
20 34 5
20 35 5
20 36 8
20 37 6
20 38 6
20 39 6
20 40 6
20 41 6
20 42 6
20 43 6
20 44 6
20 45 6
20 46 6
20 47 6
20 48 6
20 49 6
20 50 6
20 51 6
20 52 6
20 53 6
20 54 6
20 55 6
20 56 6
20 57 6
20 58 7
20 59 7
20 60 7
20 61 7
20 62 7
20 63 7
20 64 7
20 65 7
20 66 7
20 67 7
20 68 7
20 69 7
20 70 7
20 71 7
20 72 7
20 73 7
20 74 7
20 75 7
20 76 7
20 77 7
20 78 4
20 79 4
20 80 4
20 81 2
20 82 2
20 83 2
20 84 2
20 85 2
20 86 2
20 87 2
20 88 2
20 89 2
21 0 2
21 1 2
21 2 2
21 3 2
21 4 2
21 5 2
21 6 2
21 7 2
21 8 2
21 9 2
21 10 2
21 11 2
21 12 2
21 13 5
21 14 5
21 15 5
21 16 5
21 17 5
21 18 5
21 19 5
21 20 5
21 21 5
21 22 5
21 23 5
21 24 5
21 25 5
21 26 5
21 27 5
21 28 5
21 29 5
21 30 5
21 31 5
21 32 5
21 33 5
21 34 5
21 35 8
21 36 8
21 37 8
21 38 6
21 39 6
21 40 6
21 41 6
21 42 6
21 43 6
21 44 6
21 45 6
21 46 6
21 47 6
21 48 6
21 49 6
21 50 6
21 51 6
21 52 6
21 53 6
21 54 6
21 55 6
21 56 6
21 57 6
21 58 7
21 59 7
21 60 7
21 61 7
21 62 7
21 63 7
21 64 7
21 65 7
21 66 7
21 67 7
21 68 7
21 69 7
21 70 7
21 71 7
21 72 7
21 73 7
21 74 7
21 75 7
21 76 7
21 77 4
21 78 4
21 79 4
21 80 4
21 81 4
21 82 2
21 83 2
21 84 2
21 85 2
21 86 2
21 87 2
21 88 2
21 89 2
22 0 2
22 1 2
22 2 2
22 3 2
22 4 2
22 5 2
22 6 2
22 7 2
22 8 2
22 9 2
22 10 2
22 11 2
22 12 5
22 13 5
22 14 5
22 15 5
22 16 5
22 17 5
22 18 5
22 19 5
22 20 5
22 21 5
22 22 5
22 23 5
22 24 5
22 25 5
22 26 5
22 27 5
22 28 5
22 29 5
22 30 5
22 31 5
22 32 5
22 33 5
22 34 8
22 35 8
22 36 8
22 37 8
22 38 6
22 39 6
22 40 6
22 41 6
22 42 6
22 43 6
22 44 6
22 45 6
22 46 6
22 47 6
22 48 6
22 49 6
22 50 6
22 51 6
22 52 6
22 53 6
22 54 6
22 55 6
22 56 6
22 57 6
22 58 7
22 59 7
22 60 7
22 61 7
22 62 7
22 63 7
22 64 7
22 65 7
22 66 7
22 67 7
22 68 7
22 69 7
22 70 7
22 71 7
22 72 7
22 73 7
22 74 7
22 75 7
22 76 4
22 77 4
22 78 4
22 79 4
22 80 4
22 81 4
22 82 4
22 83 2
22 84 2
22 85 2
22 86 2
22 87 2
22 88 2
22 89 2
23 0 4
23 1 4
23 2 4
23 3 4
23 4 2
23 5 2
23 6 2
23 7 2
23 8 2
23 9 2
23 10 2
23 11 5
23 12 5
23 13 5
23 14 5
23 15 5
23 16 5
23 17 5
23 18 5
23 19 5
23 20 5
23 21 5
23 22 5
23 23 5
23 24 5
23 25 5
23 26 5
23 27 5
23 28 5
23 29 5
23 30 5
23 31 5
23 32 5
23 33 8
23 34 8
23 35 8
23 36 8
23 37 8
23 38 6
23 39 6
23 40 6
23 41 6
23 42 6
23 43 6
23 44 6
23 45 6
23 46 6
23 47 6
23 48 6
23 49 6
23 50 6
23 51 6
23 52 6
23 53 6
23 54 6
23 55 6
23 56 6
23 57 6
23 58 6
23 59 7
23 60 7
23 61 7
23 62 7
23 63 7
23 64 7
23 65 7
23 66 7
23 67 7
23 68 7
23 69 7
23 70 7
23 71 7
23 72 7
23 73 7
23 74 7
23 75 4
23 76 4
23 77 4
23 78 4
23 79 4
23 80 4
23 81 4
23 82 4
23 83 4
23 84 4
23 85 4
23 86 4
23 87 4
23 88 4
23 89 4
24 0 4
24 1 4
24 2 4
24 3 4
24 4 4
24 5 4
24 6 2
24 7 2
24 8 2
24 9 2
24 10 5
24 11 5
24 12 5
24 13 5
24 14 5
24 15 5
24 16 5
24 17 5
24 18 5
24 19 5
24 20 5
24 21 5
24 22 5
24 23 5
24 24 5
24 25 5
24 26 5
24 27 5
24 28 5
24 29 5
24 30 5
24 31 5
24 32 8
24 33 8
24 34 8
24 35 8
24 36 8
24 37 8
24 38 6
24 39 6
24 40 6
24 41 6
24 42 6
24 43 6
24 44 6
24 45 6
24 46 6
24 47 6
24 48 6
24 49 6
24 50 6
24 51 6
24 52 6
24 53 6
24 54 6
24 55 6
24 56 6
24 57 6
24 58 6
24 59 6
24 60 7
24 61 7
24 62 7
24 63 7
24 64 7
24 65 7
24 66 7
24 67 7
24 68 7
24 69 7
24 70 7
24 71 7
24 72 7
24 73 7
24 74 4
24 75 4
24 76 4
24 77 4
24 78 4
24 79 4
24 80 4
24 81 4
24 82 4
24 83 4
24 84 4
24 85 4
24 86 4
24 87 4
24 88 4
24 89 4
25 0 4
25 1 4
25 2 4
25 3 4
25 4 4
25 5 4
25 6 4
25 7 2
25 8 2
25 9 5
25 10 5
25 11 5
25 12 5
25 13 5
25 14 5
25 15 5
25 16 5
25 17 8
25 18 8
25 19 8
25 20 8
25 21 8
25 22 8
25 23 8
25 24 8
25 25 8
25 26 8
25 27 8
25 28 8
25 29 8
25 30 8
25 31 8
25 32 8
25 33 8
25 34 8
25 35 8
25 36 8
25 37 8
25 38 6
25 39 6
25 40 6
25 41 6
25 42 6
25 43 6
25 44 6
25 45 6
25 46 6
25 47 6
25 48 6
25 49 6
25 50 6
25 51 6
25 52 6
25 53 6
25 54 6
25 55 6
25 56 6
25 57 6
25 58 6
25 59 6
25 60 6
25 61 7
25 62 7
25 63 7
25 64 7
25 65 7
25 66 7
25 67 7
25 68 7
25 69 7
25 70 7
25 71 7
25 72 7
25 73 7
25 74 4
25 75 4
25 76 4
25 77 4
25 78 4
25 79 4
25 80 4
25 81 4
